timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789380125.8320,-4.803,2533.0,611.2,9.80,0.76,18.00,2.40,37.6,49.0,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c27948c TPS:486bd1411119ef ADV:486bd1410ea477 MIL:486bd1410100000000c6
1789380126.0985,-4.537,2633.0,375.2,9.41,-1.47,20.50,2.40,37.6,48.8,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c29241e TPS:486bd1411118ee ADV:486bd1410ea97c MIL:486bd1410100000000c6
1789380126.3875,-4.248,2841.0,719.9,9.41,0.00,23.50,2.40,37.6,48.8,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2c6461 TPS:486bd1411118ee ADV:486bd1410eaf82 MIL:486bd1410100000000c6
1789380126.6839,-3.951,2949.0,364.3,9.80,1.32,25.00,2.40,37.6,49.0,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2e1413 TPS:486bd1411119ef ADV:486bd1410eb285 MIL:486bd1410100000000c6
1789380127.1381,-3.497,3090.0,310.4,3.53,-13.82,50.00,2.40,37.6,45.3,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c304849 TPS:486bd1411109df ADV:486bd1410ee4b7 MIL:486bd1410100000000c6
1789380127.4268,-3.209,2802.0,-997.7,3.53,0.00,45.50,2.40,37.6,45.3,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2bc8c4 TPS:486bd1411109df ADV:486bd1410edbae MIL:486bd1410100000000c6
1789380127.8618,-2.774,2475.0,-751.7,3.53,0.00,28.50,2.40,37.6,45.3,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c26aca3 TPS:486bd1411109df ADV:486bd1410eb98c MIL:486bd1410100000000c6
1789380128.1791,-2.456,2189.0,-901.2,3.53,0.00,21.50,2.40,37.6,45.3,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c223427 TPS:486bd1411109df ADV:486bd1410eab7e MIL:486bd1410100000000c6
1789380128.4585,-2.177,2014.0,-626.3,3.92,1.40,20.50,2.40,37.6,45.6,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1f7868 TPS:486bd141110ae0 ADV:486bd1410ea97c MIL:486bd1410100000000c6
1789380128.7372,-1.898,1972.0,-150.7,4.31,1.41,17.50,2.40,22.4,45.8,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1ed0bf TPS:486bd141110be1 ADV:486bd1410ea376 MIL:486bd1410100000000c6
1789380129.0415,-1.594,1986.0,46.0,4.71,1.29,14.00,2.40,22.4,46.0,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1f08f8 TPS:486bd141110ce2 ADV:486bd1410e9c6f MIL:486bd1410100000000c6
1789380129.3292,-1.306,2029.0,149.5,4.71,0.00,18.50,2.40,22.4,46.0,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1fb4a4 TPS:486bd141110ce2 ADV:486bd1410ea578 MIL:486bd1410100000000c6
1789380129.7540,-0.881,2195.0,390.8,5.10,0.92,20.00,2.40,22.4,46.3,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c224c3f TPS:486bd141110de3 ADV:486bd1410ea87b MIL:486bd1410100000000c6
1789380130.0789,-0.557,2336.0,433.9,5.49,1.21,28.50,2.40,22.4,46.5,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c248075 TPS:486bd141110ee4 ADV:486bd1410eb98c MIL:486bd1410100000000c6
1789380130.3568,-0.279,2464.0,460.6,5.49,0.00,30.00,2.40,22.4,46.5,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c268077 TPS:486bd141110ee4 ADV:486bd1410ebc8f MIL:486bd1410100000000c6
1789380130.6354,0.000,2632.0,603.0,5.88,1.41,33.00,2.40,22.4,46.7,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,>>> MANUAL_TRIGGER,RPM:486bd1410c29201a TPS:486bd141110fe5 ADV:486bd1410ec295 MIL:486bd1410100000000c6
1789380131.1045,0.469,2826.0,413.6,6.27,0.84,36.00,2.40,22.4,46.9,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2c2825 TPS:486bd1411110e6 ADV:486bd1410ec89b MIL:486bd1410100000000c6
1789380131.3726,0.737,2944.0,440.0,6.27,0.00,38.00,2.40,22.4,46.9,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2e00ff TPS:486bd1411110e6 ADV:486bd1410ecc9f MIL:486bd1410100000000c6
1789380131.8762,1.241,3225.0,558.0,6.27,0.00,43.00,2.40,22.4,46.9,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c326467 TPS:486bd1411110e6 ADV:486bd1410ed6a9 MIL:486bd1410100000000c6
1789380132.1463,1.511,3360.0,499.8,5.88,-1.45,51.00,2.40,22.4,46.7,3.83,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c348085 TPS:486bd141110fe5 ADV:486bd1410ee6b9 MIL:486bd1410100000000c6
1789380132.4110,1.776,3212.0,-559.2,3.53,-8.89,53.00,2.40,22.4,45.3,3.83,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c323033 TPS:486bd1411109df ADV:486bd1410eeabd MIL:486bd1410100000000c6
1789380132.6822,2.047,3363.0,556.8,3.53,0.00,51.50,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c348c91 TPS:486bd1411109df ADV:486bd1410ee7ba MIL:486bd1410100000000c6
1789380132.9545,2.319,3318.0,-165.2,3.53,0.00,50.50,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c33d8dc TPS:486bd1411109df ADV:486bd1410ee5b8 MIL:486bd1410100000000c6
1789380133.2615,2.626,3150.0,-547.3,3.53,0.00,49.00,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c31383a TPS:486bd1411109df ADV:486bd1410ee2b5 MIL:486bd1410100000000c6
1789380133.6958,3.060,3007.0,-329.3,3.53,0.00,43.00,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2efcfb TPS:486bd1411109df ADV:486bd1410ed6a9 MIL:486bd1410100000000c6
1789380133.9800,3.345,2782.0,-791.7,3.53,0.00,38.50,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2b7874 TPS:486bd1411109df ADV:486bd1410ecda0 MIL:486bd1410100000000c6
1789380134.2606,3.625,2799.0,60.6,3.53,0.00,34.00,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2bbcb8 TPS:486bd1411109df ADV:486bd1410ec497 MIL:486bd1410100000000c6
1789380134.5754,3.940,2692.0,-339.9,3.53,0.00,31.00,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2a100b TPS:486bd1411109df ADV:486bd1410ebe91 MIL:486bd1410100000000c6
1789380135.0062,4.371,1984.0,-1643.7,3.53,0.00,10.00,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1f00f0 TPS:486bd1411109df ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380135.3052,4.670,1714.0,-903.0,7.06,11.80,1.50,2.40,12.9,47.4,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1ac8b3 TPS:486bd1411112e8 ADV:486bd1410e8356 MIL:486bd1410100000000c6
1789380135.7766,5.141,2071.0,757.3,9.80,5.82,1.00,2.40,12.9,49.0,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c205c4d TPS:486bd1411119ef ADV:486bd1410e8255 MIL:486bd1410100000000c6
1789380136.0505,5.415,2151.0,292.1,11.76,7.16,3.50,2.40,12.9,50.1,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c219c8e TPS:486bd141111ef4 ADV:486bd1410e875a MIL:486bd1410100000000c6
1789380136.3259,5.690,2409.0,936.8,15.69,14.24,10.00,2.40,12.9,52.4,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c25a49a TPS:486bd1411128fe ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380136.6002,5.965,2459.0,182.3,16.08,1.43,12.50,2.40,41.2,52.6,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c266c63 TPS:486bd1411129ff ADV:486bd1410e996c MIL:486bd1410100000000c6
1789380136.8704,6.235,2584.0,462.6,15.69,-1.45,15.00,2.40,41.2,52.4,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c286059 TPS:486bd1411128fe ADV:486bd1410e9e71 MIL:486bd1410100000000c6
1789380137.1433,6.508,2732.0,542.3,14.90,-2.87,16.00,2.40,41.2,51.9,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2ab0ab TPS:486bd1411126fc ADV:486bd1410ea073 MIL:486bd1410100000000c6
