timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789380078.8382,-0.829,1358.0,164.0,3.14,0.00,10.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15381e TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380079.2315,-0.436,1366.0,20.3,3.14,0.00,10.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15583e TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380079.6675,0.000,1310.0,-128.4,4.71,3.60,9.00,2.40,18.0,46.0,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,>>> MANUAL_TRIGGER,RPM:486bd1410c14785d TPS:486bd141110ce2 ADV:486bd1410e9265 MIL:486bd1410100000000c6
1789380079.9516,0.284,1441.0,461.1,6.27,5.52,8.50,2.40,18.0,46.9,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c16846b TPS:486bd1411110e6 ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789380080.2543,0.587,1563.0,403.1,6.67,1.30,6.50,2.40,18.0,47.2,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c186c55 TPS:486bd1411111e7 ADV:486bd1410e8d60 MIL:486bd1410100000000c6
1789380080.5424,0.875,1725.0,562.4,7.84,4.08,3.00,2.40,39.2,47.8,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1af4df TPS:486bd1411114ea ADV:486bd1410e8659 MIL:486bd1410100000000c6
1789380080.8304,1.163,1953.0,791.6,10.59,9.53,1.00,2.40,39.2,49.4,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1e8473 TPS:486bd141111bf1 ADV:486bd1410e8255 MIL:486bd1410100000000c6
1789380081.1177,1.450,2191.0,828.5,13.73,10.92,10.50,2.40,39.2,51.3,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c223c2f TPS:486bd1411123f9 ADV:486bd1410e9568 MIL:486bd1410100000000c6
1789380081.5751,1.908,2850.0,1440.7,18.82,11.15,15.00,2.40,39.2,54.2,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2c8885 TPS:486bd141113006 ADV:486bd1410e9e71 MIL:486bd1410100000000c6
1789380081.8941,2.227,3437.0,1839.8,21.18,7.37,20.00,2.40,39.2,55.6,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c35b4ba TPS:486bd14111360c ADV:486bd1410ea87b MIL:486bd1410100000000c6
1789380082.1570,2.489,3954.0,1967.0,3.53,-67.14,60.00,2.40,39.2,45.3,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3dc8d6 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380082.4586,2.791,2880.0,-3560.1,20.78,57.20,14.00,2.40,39.2,55.4,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2d00fe TPS:486bd14111350b ADV:486bd1410e9c6f MIL:486bd1410100000000c6
1789380082.8936,3.226,3146.0,611.6,21.96,2.71,16.00,2.40,39.2,56.0,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c31282a TPS:486bd14111380e ADV:486bd1410ea073 MIL:486bd1410100000000c6
1789380083.1612,3.494,3459.0,1169.5,25.49,13.19,16.00,2.40,39.2,58.1,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c360c13 TPS:486bd141114117 ADV:486bd1410ea073 MIL:486bd1410100000000c6
1789380083.6051,3.938,4059.0,1351.5,26.27,1.77,21.50,2.40,39.2,58.5,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3f6c7c TPS:486bd141114319 ADV:486bd1410eab7e MIL:486bd1410100000000c6
1789380083.9030,4.236,4395.0,1127.8,17.25,-30.28,30.00,2.40,39.2,53.3,5.37,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c44acc1 TPS:486bd141112c02 ADV:486bd1410ebc8f MIL:486bd1410100000000c6
1789380084.1691,4.502,4483.0,330.7,7.45,-36.84,53.50,2.40,39.2,47.6,5.37,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c460c23 TPS:486bd1411113e9 ADV:486bd1410eebbe MIL:486bd1410100000000c6
1789380084.4403,4.773,4527.0,162.3,12.94,20.25,33.50,2.40,36.5,50.8,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c46bcd3 TPS:486bd1411121f7 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380084.7442,5.077,4750.0,733.8,21.18,27.10,36.00,2.40,36.5,55.6,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4a3853 TPS:486bd14111360c ADV:486bd1410ec89b MIL:486bd1410100000000c6
1789380085.0244,5.357,5019.0,959.8,24.31,11.19,33.50,2.40,36.5,57.4,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4e6c8b TPS:486bd141113e14 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380085.4568,5.789,5303.0,656.8,22.75,-3.63,34.00,2.40,36.5,56.5,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c52dcff TPS:486bd141113a10 ADV:486bd1410ec497 MIL:486bd1410100000000c6
1789380085.7367,6.069,5267.0,-128.6,3.53,-68.65,60.00,2.40,36.5,45.3,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c524c6f TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380086.0552,6.388,5093.0,-546.3,3.53,0.00,60.00,2.40,36.5,45.3,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4f94b4 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
