timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789379682.5908,-3.627,1353.0,160.0,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,49.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15240a TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379683.0200,-3.198,1353.0,0.0,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,49.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15240a TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379683.2927,-2.926,1330.0,-84.3,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,49.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14c8ad TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379683.5635,-2.655,1377.0,173.6,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,49.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15846a TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379683.8556,-2.363,1360.0,-58.2,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,49.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c154026 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379684.1428,-2.075,1289.0,-247.2,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,49.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c142409 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379684.4108,-1.807,1353.0,238.8,3.14,0.00,10.00,2.40,22.7,45.1,4.02,14.10,0.000,81.0,49.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15240a TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789379684.9022,-1.316,1298.0,-111.9,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,49.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14482d TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379685.1776,-1.041,1330.0,116.2,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14c8ad TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379685.4811,-0.737,1346.0,52.7,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1508ee TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379685.7526,-0.466,1310.0,-132.6,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14785d TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379686.2182,0.000,1322.0,25.8,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,50.0,1,0,0,0,0,0,0,NONE,>>> MANUAL_TRIGGER,RPM:486bd1410c14a88d TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379686.5205,0.302,1350.0,92.6,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1518fe TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379686.9813,0.763,1347.0,-6.5,3.14,0.00,8.50,2.40,22.7,45.1,4.02,14.10,0.000,81.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c150cf2 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379687.2565,1.038,1339.0,-29.1,3.14,0.00,8.50,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14ecd1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379687.5270,1.309,1349.0,37.0,3.14,0.00,9.00,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1514fa TPS:486bd1411108de ADV:486bd1410e9265 MIL:486bd1410100000000c6
1789379687.7992,1.581,1342.0,-25.7,3.14,0.00,8.50,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14f8dd TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379688.0740,1.856,1364.0,80.0,3.14,0.00,8.50,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c155036 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379688.3438,2.126,1315.0,-181.7,3.14,0.00,8.50,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c148c71 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379688.8502,2.632,1381.0,130.3,3.14,0.00,8.00,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15947a TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789379689.1259,2.908,1305.0,-275.7,3.14,0.00,8.50,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c146449 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379689.3970,3.179,1340.0,129.1,3.14,0.00,8.50,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14f0d5 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379689.6694,3.451,1301.0,-143.2,3.14,0.00,8.50,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c145439 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379690.1029,3.885,1328.0,62.3,3.14,0.00,8.50,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14c0a5 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379690.3729,4.155,1314.0,-51.9,3.14,0.00,8.50,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14886d TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379690.8562,4.638,1351.0,76.6,3.14,0.00,8.50,2.40,22.7,45.1,4.00,14.10,0.000,82.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c151c02 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379691.1604,4.942,1275.0,-249.8,3.14,0.00,8.00,2.40,22.7,45.1,3.97,14.10,0.000,83.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c13ecd0 TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789379691.4286,5.210,1384.0,406.4,3.14,0.00,9.00,2.40,22.7,45.1,3.97,14.10,0.000,83.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15a086 TPS:486bd1411108de ADV:486bd1410e9265 MIL:486bd1410100000000c6
1789379691.6985,5.480,1368.0,-59.3,3.14,0.00,8.50,2.40,23.5,45.1,4.05,14.10,0.000,83.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c156046 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379692.0523,5.834,1312.0,-158.3,3.14,0.00,8.50,2.40,23.5,45.1,4.05,14.10,0.000,83.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c148065 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379692.3387,6.120,1329.0,59.4,3.14,0.00,8.50,2.40,23.5,45.1,4.05,14.10,0.000,83.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14c4a9 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379692.7966,6.578,1362.0,72.1,3.14,0.00,8.50,2.40,23.5,45.1,4.05,14.10,0.000,83.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15482e TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
