timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789380131.1045,-6.039,2826.0,413.6,6.27,0.84,36.00,2.40,22.4,46.9,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2c2825 TPS:486bd1411110e6 ADV:486bd1410ec89b MIL:486bd1410100000000c6
1789380131.3726,-5.771,2944.0,440.0,6.27,0.00,38.00,2.40,22.4,46.9,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2e00ff TPS:486bd1411110e6 ADV:486bd1410ecc9f MIL:486bd1410100000000c6
1789380131.8762,-5.267,3225.0,558.0,6.27,0.00,43.00,2.40,22.4,46.9,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c326467 TPS:486bd1411110e6 ADV:486bd1410ed6a9 MIL:486bd1410100000000c6
1789380132.1463,-4.997,3360.0,499.8,5.88,-1.45,51.00,2.40,22.4,46.7,3.83,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c348085 TPS:486bd141110fe5 ADV:486bd1410ee6b9 MIL:486bd1410100000000c6
1789380132.4110,-4.732,3212.0,-559.2,3.53,-8.89,53.00,2.40,22.4,45.3,3.83,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c323033 TPS:486bd1411109df ADV:486bd1410eeabd MIL:486bd1410100000000c6
1789380132.6822,-4.461,3363.0,556.8,3.53,0.00,51.50,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c348c91 TPS:486bd1411109df ADV:486bd1410ee7ba MIL:486bd1410100000000c6
1789380132.9545,-4.189,3318.0,-165.2,3.53,0.00,50.50,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c33d8dc TPS:486bd1411109df ADV:486bd1410ee5b8 MIL:486bd1410100000000c6
1789380133.2615,-3.882,3150.0,-547.3,3.53,0.00,49.00,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c31383a TPS:486bd1411109df ADV:486bd1410ee2b5 MIL:486bd1410100000000c6
1789380133.6958,-3.447,3007.0,-329.3,3.53,0.00,43.00,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2efcfb TPS:486bd1411109df ADV:486bd1410ed6a9 MIL:486bd1410100000000c6
1789380133.9800,-3.163,2782.0,-791.7,3.53,0.00,38.50,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2b7874 TPS:486bd1411109df ADV:486bd1410ecda0 MIL:486bd1410100000000c6
1789380134.2606,-2.883,2799.0,60.6,3.53,0.00,34.00,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2bbcb8 TPS:486bd1411109df ADV:486bd1410ec497 MIL:486bd1410100000000c6
1789380134.5754,-2.568,2692.0,-339.9,3.53,0.00,31.00,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2a100b TPS:486bd1411109df ADV:486bd1410ebe91 MIL:486bd1410100000000c6
1789380135.0062,-2.137,1984.0,-1643.7,3.53,0.00,10.00,2.40,12.9,45.3,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1f00f0 TPS:486bd1411109df ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380135.3052,-1.838,1714.0,-903.0,7.06,11.80,1.50,2.40,12.9,47.4,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1ac8b3 TPS:486bd1411112e8 ADV:486bd1410e8356 MIL:486bd1410100000000c6
1789380135.7766,-1.367,2071.0,757.3,9.80,5.82,1.00,2.40,12.9,49.0,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c205c4d TPS:486bd1411119ef ADV:486bd1410e8255 MIL:486bd1410100000000c6
1789380136.0505,-1.093,2151.0,292.1,11.76,7.16,3.50,2.40,12.9,50.1,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c219c8e TPS:486bd141111ef4 ADV:486bd1410e875a MIL:486bd1410100000000c6
1789380136.3259,-0.817,2409.0,936.8,15.69,14.24,10.00,2.40,12.9,52.4,2.98,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c25a49a TPS:486bd1411128fe ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380136.6002,-0.543,2459.0,182.3,16.08,1.43,12.50,2.40,41.2,52.6,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c266c63 TPS:486bd1411129ff ADV:486bd1410e996c MIL:486bd1410100000000c6
1789380136.8704,-0.273,2584.0,462.6,15.69,-1.45,15.00,2.40,41.2,52.4,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c286059 TPS:486bd1411128fe ADV:486bd1410e9e71 MIL:486bd1410100000000c6
1789380137.1433,0.000,2732.0,542.3,14.90,-2.87,16.00,2.40,41.2,51.9,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,>>> MANUAL_TRIGGER,RPM:486bd1410c2ab0ab TPS:486bd1411126fc ADV:486bd1410ea073 MIL:486bd1410100000000c6
1789380137.5899,0.447,2912.0,403.0,11.76,-7.02,22.50,2.40,41.2,50.1,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2d807e TPS:486bd141111ef4 ADV:486bd1410ead80 MIL:486bd1410100000000c6
1789380137.8787,0.735,3005.0,322.1,10.98,-2.72,24.00,2.40,41.2,49.7,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2ef4f3 TPS:486bd141111cf2 ADV:486bd1410eb083 MIL:486bd1410100000000c6
1789380138.1505,1.007,3074.0,253.8,10.98,0.00,24.00,2.40,41.2,49.7,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c300809 TPS:486bd141111cf2 ADV:486bd1410eb083 MIL:486bd1410100000000c6
1789380138.4335,1.290,3131.0,201.4,7.84,-11.09,35.00,2.40,41.2,47.8,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c30eced TPS:486bd1411114ea ADV:486bd1410ec699 MIL:486bd1410100000000c6
1789380138.9073,1.764,3185.0,114.0,7.45,-0.83,35.00,2.40,41.2,47.6,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c31c4c6 TPS:486bd1411113e9 ADV:486bd1410ec699 MIL:486bd1410100000000c6
1789380139.2062,2.063,3207.0,73.6,7.45,0.00,33.50,2.40,41.2,47.6,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c321c1f TPS:486bd1411113e9 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380139.6505,2.507,2724.0,-1087.3,3.53,-8.83,29.00,2.40,41.2,45.3,5.52,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2a908b TPS:486bd1411109df ADV:486bd1410eba8d MIL:486bd1410100000000c6
1789380139.9660,2.823,1978.0,-2364.2,3.53,0.00,15.50,2.40,41.2,45.3,5.50,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1ee8d7 TPS:486bd1411109df ADV:486bd1410e9f72 MIL:486bd1410100000000c6
1789380140.2505,3.107,1400.0,-2032.0,3.14,-1.38,13.00,2.40,41.2,45.1,5.50,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15e0c6 TPS:486bd1411108de ADV:486bd1410e9a6d MIL:486bd1410100000000c6
1789380140.5298,3.387,1303.0,-347.2,3.14,0.00,10.00,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c145c41 TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380140.8484,3.705,1250.0,-166.4,3.14,0.00,10.50,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c13886c TPS:486bd1411108de ADV:486bd1410e9568 MIL:486bd1410100000000c6
1789380141.1233,3.980,1295.0,163.7,3.14,0.00,11.00,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c143c21 TPS:486bd1411108de ADV:486bd1410e9669 MIL:486bd1410100000000c6
1789380141.5858,4.442,1266.0,-62.7,3.14,0.00,10.50,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c13c8ac TPS:486bd1411108de ADV:486bd1410e9568 MIL:486bd1410100000000c6
1789380141.8597,4.716,1357.0,332.3,3.14,0.00,10.50,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15341a TPS:486bd1411108de ADV:486bd1410e9568 MIL:486bd1410100000000c6
1789380142.1395,4.996,1329.0,-100.1,3.14,0.00,10.00,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14c4a9 TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380142.4340,5.291,1306.0,-78.1,3.14,0.00,10.00,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14684d TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380142.9065,5.763,1287.0,-40.2,3.14,0.00,10.00,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c141c01 TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380143.2036,6.060,1305.0,60.6,3.14,0.00,10.00,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c146449 TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380143.6365,6.493,1353.0,110.9,3.14,0.00,10.50,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15240a TPS:486bd1411108de ADV:486bd1410e9568 MIL:486bd1410100000000c6
1789380143.9046,6.761,1339.0,-52.2,3.14,0.00,10.00,2.40,22.7,45.1,3.84,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14ecd1 TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
