timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789380113.6329,-6.371,2206.0,-264.5,3.53,0.00,18.50,2.40,16.5,45.3,3.34,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c22786b TPS:486bd1411109df ADV:486bd1410ea578 MIL:486bd1410100000000c6
1789380114.0935,-5.911,2096.0,-238.8,3.53,0.00,16.50,2.40,16.5,45.3,3.34,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c20c0b1 TPS:486bd1411109df ADV:486bd1410ea174 MIL:486bd1410100000000c6
1789380114.3693,-5.635,1727.0,-1338.2,3.53,0.00,10.00,2.40,16.5,45.3,3.34,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1afce7 TPS:486bd1411109df ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380114.6559,-5.348,1210.0,-1803.5,3.14,-1.37,11.50,2.40,16.5,45.1,3.34,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c12e8cb TPS:486bd1411108de ADV:486bd1410e976a MIL:486bd1410100000000c6
1789380114.9641,-5.040,1364.0,499.6,3.14,0.00,11.00,2.40,16.5,45.1,3.34,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c155036 TPS:486bd1411108de ADV:486bd1410e9669 MIL:486bd1410100000000c6
1789380115.4222,-4.582,1325.0,-85.1,3.14,0.00,11.50,2.40,16.5,45.1,3.34,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14b499 TPS:486bd1411108de ADV:486bd1410e976a MIL:486bd1410100000000c6
1789380115.7110,-4.293,1355.0,103.9,3.14,0.00,10.50,2.40,16.5,45.1,3.34,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c152c12 TPS:486bd1411108de ADV:486bd1410e9568 MIL:486bd1410100000000c6
1789380116.1787,-3.826,1313.0,-89.8,3.14,0.00,10.50,2.40,16.5,45.1,3.34,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c148469 TPS:486bd1411108de ADV:486bd1410e9568 MIL:486bd1410100000000c6
1789380116.4537,-3.551,1321.0,29.1,3.53,1.43,10.00,2.40,16.5,45.3,3.34,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14a489 TPS:486bd1411109df ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380116.7494,-3.255,1364.0,145.4,5.10,5.30,9.00,2.40,16.5,46.3,3.34,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c155036 TPS:486bd141110de3 ADV:486bd1410e9265 MIL:486bd1410100000000c6
1789380117.0205,-2.984,1587.0,822.6,5.88,2.89,8.00,2.40,31.0,46.7,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c18ccb5 TPS:486bd141110fe5 ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789380117.2933,-2.711,1728.0,516.9,5.88,0.00,8.50,2.40,31.0,46.7,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1b00ec TPS:486bd141110fe5 ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789380117.5639,-2.440,1692.0,-133.0,5.88,0.00,9.00,2.40,31.0,46.7,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1a705b TPS:486bd141110fe5 ADV:486bd1410e9265 MIL:486bd1410100000000c6
1789380118.0249,-1.979,1768.0,164.9,9.41,7.66,3.00,2.40,31.0,48.8,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1ba08c TPS:486bd1411118ee ADV:486bd1410e8659 MIL:486bd1410100000000c6
1789380118.2997,-1.705,1847.0,287.5,9.41,0.00,1.00,2.40,31.0,48.8,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1cdcc9 TPS:486bd1411118ee ADV:486bd1410e8255 MIL:486bd1410100000000c6
1789380118.5752,-1.429,1985.0,501.0,9.41,0.00,2.50,2.40,31.0,48.8,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1f04f4 TPS:486bd1411118ee ADV:486bd1410e8558 MIL:486bd1410100000000c6
1789380118.8433,-1.161,2186.0,749.6,9.80,1.46,8.50,2.40,31.0,49.0,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c22281b TPS:486bd1411119ef ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789380119.2832,-0.721,2458.0,618.3,10.59,1.78,16.50,2.40,31.0,49.4,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c26685f TPS:486bd141111bf1 ADV:486bd1410ea174 MIL:486bd1410100000000c6
1789380119.5863,-0.418,2624.0,547.7,11.37,2.59,19.00,2.40,31.0,49.9,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2900fa TPS:486bd141111df3 ADV:486bd1410ea679 MIL:486bd1410100000000c6
1789380120.0043,0.000,2856.0,555.1,11.37,0.00,21.50,2.40,31.0,49.9,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,>>> MANUAL_TRIGGER,RPM:486bd1410c2ca09d TPS:486bd141111df3 ADV:486bd1410eab7e MIL:486bd1410100000000c6
1789380120.2974,0.293,2912.0,191.1,11.37,0.00,22.50,2.40,31.0,49.9,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2d807e TPS:486bd141111df3 ADV:486bd1410ead80 MIL:486bd1410100000000c6
1789380120.5684,0.564,3043.0,483.4,11.76,1.45,22.50,2.40,31.0,50.1,4.65,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2f8c8c TPS:486bd141111ef4 ADV:486bd1410ead80 MIL:486bd1410100000000c6
1789380120.8387,0.834,3151.0,399.6,11.37,-1.45,23.50,2.40,34.5,49.9,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c313c3e TPS:486bd141111df3 ADV:486bd1410eaf82 MIL:486bd1410100000000c6
1789380121.1177,1.113,3316.0,591.3,10.20,-4.22,25.00,2.40,34.5,49.2,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c33d0d4 TPS:486bd141111af0 ADV:486bd1410eb285 MIL:486bd1410100000000c6
1789380121.4369,1.433,3449.0,416.7,7.84,-7.37,33.00,2.40,34.5,47.8,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c35e4ea TPS:486bd1411114ea ADV:486bd1410ec295 MIL:486bd1410100000000c6
1789380121.8638,1.859,3463.0,32.8,7.45,-0.92,33.00,2.40,34.5,47.6,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c361c23 TPS:486bd1411113e9 ADV:486bd1410ec295 MIL:486bd1410100000000c6
1789380122.1823,2.178,3392.0,-222.9,7.45,0.00,32.50,2.40,34.5,47.6,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c350006 TPS:486bd1411113e9 ADV:486bd1410ec194 MIL:486bd1410100000000c6
1789380122.4536,2.449,3320.0,-265.3,7.45,0.00,33.50,2.40,34.5,47.6,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c33e0e4 TPS:486bd1411113e9 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380122.7596,2.755,3191.0,-421.5,7.06,-1.28,33.50,2.40,34.5,47.4,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c31dcde TPS:486bd1411112e8 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380123.1813,3.177,2866.0,-770.7,3.53,-8.37,30.00,2.40,34.5,45.3,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2cc8c5 TPS:486bd1411109df ADV:486bd1410ebc8f MIL:486bd1410100000000c6
1789380123.4776,3.473,2218.0,-2186.9,3.92,1.32,23.50,2.40,34.5,45.6,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c22a89b TPS:486bd141110ae0 ADV:486bd1410eaf82 MIL:486bd1410100000000c6
1789380123.9237,3.919,2089.0,-289.2,6.27,5.28,10.50,2.40,34.5,46.9,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c20a495 TPS:486bd1411110e6 ADV:486bd1410e9568 MIL:486bd1410100000000c6
1789380124.2272,4.223,2196.0,352.5,7.06,2.58,8.50,2.40,34.5,47.4,4.94,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c225043 TPS:486bd1411112e8 ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789380124.5012,4.497,2109.0,-317.5,8.24,4.29,4.00,2.40,34.5,48.1,4.94,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c20f4e5 TPS:486bd1411115eb ADV:486bd1410e885b MIL:486bd1410100000000c6
1789380124.7730,4.769,2058.0,-187.6,9.02,2.89,4.00,2.40,37.6,48.5,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c202819 TPS:486bd1411117ed ADV:486bd1410e885b MIL:486bd1410100000000c6
1789380125.0454,5.041,2108.0,183.6,9.02,0.00,6.00,2.40,37.6,48.5,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c20f0e1 TPS:486bd1411117ed ADV:486bd1410e8c5f MIL:486bd1410100000000c6
1789380125.3166,5.312,2218.0,405.7,9.41,1.45,10.00,2.40,37.6,48.8,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c22a89b TPS:486bd1411118ee ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380125.8320,5.828,2533.0,611.2,9.80,0.76,18.00,2.40,37.6,49.0,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c27948c TPS:486bd1411119ef ADV:486bd1410ea477 MIL:486bd1410100000000c6
1789380126.0985,6.094,2633.0,375.2,9.41,-1.47,20.50,2.40,37.6,48.8,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c29241e TPS:486bd1411118ee ADV:486bd1410ea97c MIL:486bd1410100000000c6
1789380126.3875,6.383,2841.0,719.9,9.41,0.00,23.50,2.40,37.6,48.8,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2c6461 TPS:486bd1411118ee ADV:486bd1410eaf82 MIL:486bd1410100000000c6
