timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789323306.5718,-1.264,3808.0,-88.8,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b80297640371400d3
1789323306.6476,-1.188,3800.5,-98.9,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b62297640371400b5
1789323306.7206,-1.115,3793.2,-99.4,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b4529764037140098
1789323306.7958,-1.040,3786.5,-89.7,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b2a2976403714007d
1789323306.8693,-0.966,3781.0,-74.9,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b1429764037140067
1789323306.9423,-0.893,3777.0,-54.8,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0429764037140057
1789323307.0174,-0.818,3775.0,-26.6,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013afc2976403714004e
1789323307.0896,-0.746,3775.2,3.5,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013afd2976403714004f
1789323307.1625,-0.673,3777.5,30.8,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0629764037140059
1789323307.2355,-0.600,3781.5,54.8,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b1629764037140069
1789323307.3091,-0.527,3787.2,78.1,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b2d29764037140080
1789323307.3832,-0.453,3794.2,94.5,16.47,5.30,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b492a76403714009d
1789323307.4564,-0.379,3801.5,99.0,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b662a7640371400ba
1789323307.5317,-0.304,3808.8,96.3,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b832a7640371400d7
1789323307.6161,-0.220,3816.0,85.9,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba02a7640371400f4
1789323307.6896,-0.146,3821.0,68.1,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb42a774037140009
1789323307.7625,-0.073,3824.0,41.1,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc02a774037140015
1789323307.8357,0.000,3250.0,-7844.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,>>> TRIGGER_D_STEADY_TPS_RPM_DROP,8af111610132c82a774037140014
1789323307.9130,0.077,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323307.9881,0.152,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323308.0641,0.228,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323308.1407,0.305,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323308.2164,0.381,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323308.2922,0.457,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323308.3686,0.533,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323308.4453,0.610,3780.5,6914.6,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af11161013b122a774037140067
1789323308.5212,0.685,3776.8,-49.4,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b032a774037140058
1789323308.5942,0.759,3775.0,-24.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013afc2a774037140050
1789323308.6673,0.832,3775.2,3.4,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013afd2a774037140051
1789323308.7395,0.904,3777.8,34.6,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b072a77403714005c
1789323308.8125,0.977,3782.0,58.3,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b182a77403714006d
1789323308.8849,1.049,3787.8,79.4,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b2f2a774037140084
1789323308.9577,1.122,3794.5,92.7,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b4a2a77403714009f
1789323309.0328,1.197,3802.0,99.8,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b682a7740371400bd
1789323309.1055,1.270,3809.0,96.3,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b842a7740371400d9
1789323309.1791,1.343,3815.5,88.3,16.08,-5.33,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b9e297740371400f2
1789323309.2521,1.416,3820.5,68.5,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb229774037140006
1789323309.3249,1.489,3823.8,44.7,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bbf29774037140013
