timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789380080.2543,-6.179,1563.0,403.1,6.67,1.30,6.50,2.40,18.0,47.2,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c186c55 TPS:486bd1411111e7 ADV:486bd1410e8d60 MIL:486bd1410100000000c6
1789380080.5424,-5.891,1725.0,562.4,7.84,4.08,3.00,2.40,39.2,47.8,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1af4df TPS:486bd1411114ea ADV:486bd1410e8659 MIL:486bd1410100000000c6
1789380080.8304,-5.603,1953.0,791.6,10.59,9.53,1.00,2.40,39.2,49.4,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1e8473 TPS:486bd141111bf1 ADV:486bd1410e8255 MIL:486bd1410100000000c6
1789380081.1177,-5.316,2191.0,828.5,13.73,10.92,10.50,2.40,39.2,51.3,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c223c2f TPS:486bd1411123f9 ADV:486bd1410e9568 MIL:486bd1410100000000c6
1789380081.5751,-4.859,2850.0,1440.7,18.82,11.15,15.00,2.40,39.2,54.2,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2c8885 TPS:486bd141113006 ADV:486bd1410e9e71 MIL:486bd1410100000000c6
1789380081.8941,-4.540,3437.0,1839.8,21.18,7.37,20.00,2.40,39.2,55.6,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c35b4ba TPS:486bd14111360c ADV:486bd1410ea87b MIL:486bd1410100000000c6
1789380082.1570,-4.277,3954.0,1967.0,3.53,-67.14,60.00,2.40,39.2,45.3,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3dc8d6 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380082.4586,-3.975,2880.0,-3560.1,20.78,57.20,14.00,2.40,39.2,55.4,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2d00fe TPS:486bd14111350b ADV:486bd1410e9c6f MIL:486bd1410100000000c6
1789380082.8936,-3.540,3146.0,611.6,21.96,2.71,16.00,2.40,39.2,56.0,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c31282a TPS:486bd14111380e ADV:486bd1410ea073 MIL:486bd1410100000000c6
1789380083.1612,-3.273,3459.0,1169.5,25.49,13.19,16.00,2.40,39.2,58.1,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c360c13 TPS:486bd141114117 ADV:486bd1410ea073 MIL:486bd1410100000000c6
1789380083.6051,-2.829,4059.0,1351.5,26.27,1.77,21.50,2.40,39.2,58.5,5.35,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3f6c7c TPS:486bd141114319 ADV:486bd1410eab7e MIL:486bd1410100000000c6
1789380083.9030,-2.531,4395.0,1127.8,17.25,-30.28,30.00,2.40,39.2,53.3,5.37,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c44acc1 TPS:486bd141112c02 ADV:486bd1410ebc8f MIL:486bd1410100000000c6
1789380084.1691,-2.265,4483.0,330.7,7.45,-36.84,53.50,2.40,39.2,47.6,5.37,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c460c23 TPS:486bd1411113e9 ADV:486bd1410eebbe MIL:486bd1410100000000c6
1789380084.4403,-1.993,4527.0,162.3,12.94,20.25,33.50,2.40,36.5,50.8,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c46bcd3 TPS:486bd1411121f7 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380084.7442,-1.690,4750.0,733.8,21.18,27.10,36.00,2.40,36.5,55.6,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4a3853 TPS:486bd14111360c ADV:486bd1410ec89b MIL:486bd1410100000000c6
1789380085.0244,-1.409,5019.0,959.8,24.31,11.19,33.50,2.40,36.5,57.4,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4e6c8b TPS:486bd141113e14 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380085.4568,-0.977,5303.0,656.8,22.75,-3.63,34.00,2.40,36.5,56.5,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c52dcff TPS:486bd141113a10 ADV:486bd1410ec497 MIL:486bd1410100000000c6
1789380085.7367,-0.697,5267.0,-128.6,3.53,-68.65,60.00,2.40,36.5,45.3,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c524c6f TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380086.0552,-0.379,5093.0,-546.3,3.53,0.00,60.00,2.40,36.5,45.3,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4f94b4 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380086.4337,0.000,4847.0,-649.9,3.53,0.00,60.00,2.40,36.5,45.3,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,>>> MANUAL_TRIGGER,RPM:486bd1410c4bbcd8 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380086.8803,0.447,4635.0,-474.7,6.27,6.15,60.00,2.40,36.5,46.9,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c486c85 TPS:486bd1411110e6 ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380087.2064,0.773,4586.0,-150.3,7.06,2.41,55.50,2.40,36.5,47.4,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c47a8c0 TPS:486bd1411112e8 ADV:486bd1410eefc2 MIL:486bd1410100000000c6
1789380087.6978,1.264,4401.0,-376.5,7.45,0.80,56.00,2.40,36.5,47.6,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c44c4d9 TPS:486bd1411113e9 ADV:486bd1410ef0c3 MIL:486bd1410100000000c6
1789380087.9982,1.564,4425.0,79.9,8.24,2.61,54.00,2.40,36.5,48.1,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c45243a TPS:486bd1411115eb ADV:486bd1410eecbf MIL:486bd1410100000000c6
1789380088.2885,1.855,4294.0,-451.2,9.02,2.70,44.00,2.40,36.5,48.5,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c43182c TPS:486bd1411117ed ADV:486bd1410ed8ab MIL:486bd1410100000000c6
1789380088.5755,2.142,4296.0,7.0,9.02,0.00,44.00,2.40,22.4,48.5,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c432034 TPS:486bd1411117ed ADV:486bd1410ed8ab MIL:486bd1410100000000c6
1789380088.8617,2.428,4342.0,160.8,9.41,1.37,41.00,2.40,22.4,48.8,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c43d8ec TPS:486bd1411118ee ADV:486bd1410ed2a5 MIL:486bd1410100000000c6
1789380089.1497,2.716,4357.0,52.1,9.80,1.36,44.00,2.40,22.4,49.0,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c441429 TPS:486bd1411119ef ADV:486bd1410ed8ab MIL:486bd1410100000000c6
1789380089.5853,3.152,4347.0,-23.0,3.53,-14.40,60.00,2.40,22.4,45.3,3.85,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c43ec00 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380089.9246,3.491,4120.0,-669.1,3.53,0.00,60.00,2.40,22.4,45.3,3.85,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c406071 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380090.2126,3.779,3935.0,-642.4,3.53,0.00,60.00,2.40,22.4,45.3,3.85,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3d7c8a TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380090.5349,4.101,3872.0,-195.5,4.31,2.43,60.00,2.40,22.4,45.8,3.85,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3c808d TPS:486bd141110be1 ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380090.9972,4.563,3795.0,-166.5,9.41,11.03,17.50,2.40,22.4,48.8,3.85,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3b4c58 TPS:486bd1411118ee ADV:486bd1410ea376 MIL:486bd1410100000000c6
1789380091.2816,4.848,3799.0,14.1,10.20,2.76,20.00,2.40,22.4,49.2,3.85,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3b5c68 TPS:486bd141111af0 ADV:486bd1410ea87b MIL:486bd1410100000000c6
1789380091.7190,5.285,3917.0,269.8,10.20,0.00,25.50,2.40,22.4,49.2,3.85,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3d3442 TPS:486bd141111af0 ADV:486bd1410eb386 MIL:486bd1410100000000c6
1789380092.0012,5.567,4029.0,396.9,10.20,0.00,29.00,2.40,22.4,49.2,3.85,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3ef403 TPS:486bd141111af0 ADV:486bd1410eba8d MIL:486bd1410100000000c6
1789380092.2740,5.840,4094.0,238.2,10.59,1.44,33.00,2.40,22.4,49.4,3.85,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3ff808 TPS:486bd141111bf1 ADV:486bd1410ec295 MIL:486bd1410100000000c6
1789380092.5497,6.116,4151.0,206.8,10.59,0.00,35.00,2.40,32.9,49.4,4.80,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c40dced TPS:486bd141111bf1 ADV:486bd1410ec699 MIL:486bd1410100000000c6
1789380092.8370,6.403,4284.0,462.9,11.76,4.09,36.50,2.40,32.9,50.1,4.80,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c42f003 TPS:486bd141111ef4 ADV:486bd1410ec99c MIL:486bd1410100000000c6
1789380093.1158,6.682,4389.0,376.7,12.94,4.22,36.50,2.40,32.9,50.8,4.80,14.10,0.000,87.0,42.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4494a9 TPS:486bd1411121f7 ADV:486bd1410ec99c MIL:486bd1410100000000c6
